0.07;0.55;9.90;-0.14;0.28;0.35
0.07;0.52;9.83;0.00;0.14;0.35
0.04;0.55;9.90;0.07;0.07;0.21
0.04;0.52;9.90;-0.14;-0.21;0.14
0.04;0.52;9.87;0.00;0.07;0.21
0.07;0.52;9.94;-0.21;0.14;0.14
0.07;0.52;9.87;-0.07;0.07;0.21
0.07;0.52;9.87;0.07;-0.21;0.21
0.04;0.48;9.87;-0.14;0.07;0.07
0.04;0.52;9.83;0.00;0.14;0.21
0.07;0.48;9.90;0.14;0.07;0.21
0.07;0.48;9.90;0.07;0.14;0.14
0.04;0.52;9.87;0.07;0.07;0.14
0.07;0.52;9.87;0.00;0.00;0.14
0.04;0.52;9.87;0.21;0.14;0.35
0.07;0.52;9.87;-0.21;0.00;0.07
0.04;0.48;9.90;-0.14;0.07;0.35
0.04;0.52;9.90;-0.07;-0.07;0.35
0.07;0.48;9.90;0.07;0.21;0.00
0.04;0.52;9.90;0.00;0.07;0.14
0.04;0.52;9.94;-0.07;0.14;0.21
0.04;0.52;9.87;0.00;0.35;0.21
